City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
295,Kahramanmaras,TR,2022-01-26 19:04:15,38.0,37.0,23.63,97,100,3.04
296,Alice Springs,AU,2022-01-26 19:04:16,-23.7,133.8833,76.55,78,89,4.61
297,Tura,IN,2022-01-26 19:04:18,25.5198,90.2201,54.41,90,58,2.8
298,Ushtobe,KZ,2022-01-26 19:04:19,45.2514,77.9838,20.07,90,88,3.27
299,Bataipora,BR,2022-01-26 19:03:14,-22.2953,-53.2711,97.66,32,86,10.67
300,Kosovo Polje,XK,2022-01-26 19:04:21,42.6394,21.0961,30.16,80,75,3.44
301,Lavrentiya,RU,2022-01-26 19:04:22,65.5833,-171.0,-21.78,89,44,4.47
302,Encruzilhada Do Sul,BR,2022-01-26 19:04:23,-30.5439,-52.5219,74.37,88,100,21.3
303,High Level,CA,2022-01-26 19:04:25,58.5169,-117.136,28.6,81,36,12.17
304,Jiaonan,CN,2022-01-26 19:04:26,35.8786,119.9753,30.24,73,80,9.24
305,Salamiyah,SY,2022-01-26 19:04:27,35.0113,37.0532,38.95,96,100,10.92
306,Benghazi,LY,2022-01-26 19:00:23,32.1167,20.0667,54.82,58,100,17.09
307,Lodja,CD,2022-01-26 19:04:30,-3.4833,23.4333,70.41,98,100,2.48
308,Srednekolymsk,RU,2022-01-26 19:04:32,67.45,153.6833,-43.98,100,51,3.62
309,Airai,TL,2022-01-26 19:04:33,-8.9266,125.4092,61.54,86,100,3.13
310,Wewak,PG,2022-01-26 19:04:34,-3.5534,143.6268,78.96,87,100,3.38
311,Comodoro Rivadavia,AR,2022-01-26 19:04:35,-45.8667,-67.5,64.26,52,20,16.11
312,Havre-Saint-Pierre,CA,2022-01-26 19:04:36,50.2334,-63.5986,8.13,66,100,13.06
313,Vagur,FO,2022-01-26 19:04:38,61.4732,-6.8119,40.5,96,98,29.21
314,Atar,MR,2022-01-26 19:04:39,20.5169,-13.0499,75.88,22,4,8.55
315,Poum,NC,2022-01-26 19:04:41,-20.2333,164.0167,79.79,76,98,7.87
316,Juneau,US,2022-01-26 19:00:32,58.3019,-134.4197,37.85,97,100,3.44
317,Rio Gallegos,AR,2022-01-26 19:01:55,-51.6226,-69.2181,68.05,38,90,23.38
318,Geraldton,AU,2022-01-26 19:04:46,-28.7667,114.6,70.21,73,0,13.8
319,Xifeng,CN,2022-01-26 19:04:47,42.7372,124.7222,9.18,84,7,2.26
320,Genhe,CN,2022-01-26 19:04:50,50.7833,121.5167,-16.42,100,99,1.61
321,Krasnoselkup,RU,2022-01-26 19:05:51,65.7,82.4667,-4.25,95,100,18.68
322,Zhanaozen,KZ,2022-01-26 19:05:52,43.3,52.8,35.78,58,100,15.52
323,Mahajanga,MG,2022-01-26 19:05:53,-15.7167,46.3167,77.9,76,100,4.03
324,Derzhavinsk,KZ,2022-01-26 19:05:54,51.1,66.3167,1.35,95,100,6.82
325,Vardo,NO,2022-01-26 19:05:57,70.3705,31.1107,19.6,79,17,27.63
326,Solnechnyy,RU,2022-01-26 19:05:58,50.7214,136.6319,-8.88,98,80,2.89
327,Jizan,SA,2022-01-26 19:06:00,17.3333,42.6667,79.21,69,1,2.73
328,Kirakira,SB,2022-01-26 19:06:02,-10.4544,161.9205,78.26,91,100,9.42
329,Diapaga,BF,2022-01-26 19:06:03,12.0708,1.7889,77.5,14,1,6.55
330,Sao Joao Da Barra,BR,2022-01-26 19:01:48,-21.6403,-41.0511,78.04,77,24,21.72
331,Baglan,AF,2022-01-26 19:06:05,36.1307,68.7083,40.12,40,0,3.33
332,Saint-Francois,FR,2022-01-26 19:06:06,46.4154,3.9054,27.84,93,100,3.44
333,Deep River,CA,2022-01-26 19:06:07,46.1001,-77.4995,3.43,66,43,3.65
334,Tupaciguara,BR,2022-01-26 19:06:08,-18.5922,-48.705,79.36,61,99,0.85
335,Zhigansk,RU,2022-01-26 19:06:09,66.7697,123.3711,-18.22,100,100,5.19
336,Pavilosta,LV,2022-01-26 19:06:10,56.8879,21.1859,39.15,90,96,17.78
337,Drumnadrochit,GB,2022-01-26 19:06:12,57.3344,-4.4799,55.06,87,100,25.68
338,Codrington,AU,2022-01-26 19:06:13,-38.2667,141.9667,67.17,91,16,5.08
339,Popondetta,PG,2022-01-26 19:06:14,-8.7537,148.2534,73.76,96,100,3.04
340,Pareora,NZ,2022-01-26 19:06:15,-44.4871,171.2132,53.19,65,7,5.91
341,Qinhuangdao,CN,2022-01-26 19:06:17,39.9317,119.5883,20.25,67,88,6.29
342,Sola,VU,2022-01-26 19:06:19,-13.8833,167.55,82.72,75,99,14.34
343,Lokachi,UA,2022-01-26 19:06:22,50.737,24.6494,32.76,98,100,6.33
344,Kloulklubed,PW,2022-01-26 19:06:23,7.0419,134.2556,81.97,81,100,18.52
345,Pisco,PE,2022-01-26 19:05:11,-13.7,-76.2167,80.65,54,34,18.41
346,Totton,GB,2022-01-26 19:06:26,50.9188,-1.4904,43.99,87,75,6.91
347,Manta,EC,2022-01-26 19:06:27,-0.95,-80.7333,80.38,74,40,5.75
348,Nabire,ID,2022-01-26 19:06:28,-3.3667,135.4833,75.29,89,100,2.39
349,Duku,NG,2022-01-26 19:06:29,11.2361,4.9073,79.2,14,0,6.29
350,Khovu-Aksy,RU,2022-01-26 19:06:31,51.1333,93.6,-11.74,88,98,6.96
351,Chikitigarh,IN,2022-01-26 19:06:32,19.2,84.6167,67.62,83,0,3.42
352,Baturaja,ID,2022-01-26 19:06:33,-4.1333,104.1667,73.15,98,100,2.04
353,Ambositra,MG,2022-01-26 19:06:35,-20.5167,47.25,60.48,88,97,3.0
354,Caravelas,BR,2022-01-26 19:06:36,-17.7125,-39.2481,80.82,72,100,7.02
355,Feijo,BR,2022-01-26 19:06:37,-8.1642,-70.3536,86.79,59,100,3.06
356,Nesna,NO,2022-01-26 19:06:39,66.1967,13.0213,37.51,95,100,10.98
357,Tilichiki,RU,2022-01-26 19:06:40,60.4667,166.1,7.11,95,100,9.17
358,Cabinda,AO,2022-01-26 19:06:41,-5.55,12.2,78.31,87,96,5.41
359,Hofn,IS,2022-01-26 19:06:43,64.2539,-15.2082,30.22,69,100,3.44
360,Cervo,ES,2022-01-26 19:06:45,43.6702,-7.4101,51.96,81,70,11.81
361,Flagstaff,US,2022-01-26 19:05:13,35.1981,-111.6513,42.6,37,0,1.99
362,Teguldet,RU,2022-01-26 19:06:48,57.3064,88.1667,-0.6,100,95,2.08
363,Kedougou,SN,2022-01-26 19:04:05,12.5579,-12.1743,85.95,9,75,5.35
364,Necochea,AR,2022-01-26 19:06:39,-38.5473,-58.7368,69.04,50,0,21.97
365,Lazaro Cardenas,MX,2022-01-26 19:06:52,17.9583,-102.2,84.2,51,0,8.57
366,Artyom,AZ,2022-01-26 19:06:53,40.4723,50.333,42.94,79,26,7.61
367,Euclides Da Cunha,BR,2022-01-26 19:07:56,-10.5075,-39.0158,87.13,41,99,14.85
368,Xanxere,BR,2022-01-26 19:07:57,-26.8769,-52.4042,89.6,37,83,5.48
369,Ilulissat,GL,2022-01-26 19:07:59,69.2167,-51.1,17.62,73,75,16.11
370,Yulara,AU,2022-01-26 19:08:01,-25.2406,130.9889,78.64,65,99,2.3
371,Palmer,US,2022-01-26 19:08:02,42.1584,-72.3287,26.65,29,0,4.0
372,Zhengjiatun,CN,2022-01-26 19:08:04,43.5064,123.5064,-1.23,94,7,4.23
373,Mount Isa,AU,2022-01-26 19:08:05,-20.7333,139.5,74.97,100,40,5.75
374,Manokwari,ID,2022-01-26 19:08:07,-0.8667,134.0833,78.53,78,100,1.54
375,Lagoa,PT,2022-01-26 19:08:09,39.05,-27.9833,58.55,78,6,12.03
376,Wlodawa,PL,2022-01-26 19:08:10,51.55,23.55,35.91,98,100,9.17
377,Buraydah,SA,2022-01-26 19:08:11,26.326,43.975,69.89,34,6,11.45
378,Voh,NC,2022-01-26 19:08:13,-20.9667,164.7,74.59,88,23,4.16
379,Kaitong,CN,2022-01-26 19:08:15,44.8135,123.15,-8.66,95,5,3.2
380,Touros,BR,2022-01-26 19:08:17,-5.1989,-35.4608,86.9,65,10,14.83
381,Svetlyy,RU,2022-01-26 19:08:20,54.675,20.1347,39.25,97,100,21.39
382,Lompoc,US,2022-01-26 19:03:50,34.6391,-120.4579,66.13,58,0,0.0
383,Bambanglipuro,ID,2022-01-26 19:08:24,-7.95,110.2833,76.91,90,100,6.78
384,Ruston,US,2022-01-26 19:08:25,32.5232,-92.6379,46.85,25,0,8.19
385,Kropotkin,RU,2022-01-26 19:08:27,45.4375,40.5756,28.47,97,100,5.19
386,Faanui,PF,2022-01-26 19:08:28,-16.4833,-151.75,80.92,76,100,16.91
387,Guane,CU,2022-01-26 19:08:30,22.2025,-84.0875,85.73,53,2,10.94
388,Zalantun,CN,2022-01-26 19:08:32,48.0,122.7167,-3.41,88,17,7.27
389,Bay Roberts,CA,2022-01-26 19:08:34,47.5999,-53.2648,40.51,91,100,1.99
390,Avera,US,2022-01-26 19:08:35,33.194,-82.5271,58.51,56,4,10.02
391,Camacha,PT,2022-01-26 19:08:37,33.0833,-16.3333,57.96,72,40,9.22
392,Fairbanks,US,2022-01-26 19:08:39,64.8378,-147.7164,-0.44,77,75,0.0
393,Vrangel,RU,2022-01-26 19:08:40,42.7297,133.0839,19.54,61,0,13.42
394,Mount Gambier,AU,2022-01-26 19:08:41,-37.8333,140.7667,69.33,82,1,5.5
395,Kargasok,RU,2022-01-26 19:08:43,59.0556,80.8572,-14.66,100,100,2.01
396,San Rafael,AR,2022-01-26 19:08:45,-34.6177,-68.3301,86.11,33,67,16.17
397,Cambridge,CA,2022-01-26 19:08:41,43.3601,-80.3127,21.22,64,78,1.99
398,The Valley,AI,2022-01-26 19:08:48,18.217,-63.0578,80.82,69,20,9.22
399,Quatre Cocos,MU,2022-01-26 19:08:49,-20.2078,57.7625,75.31,65,10,10.89
400,Anderson,US,2022-01-26 19:07:00,34.5334,-82.6499,54.23,49,0,1.99
401,Henties Bay,NA,2022-01-26 19:08:51,-22.116,14.2845,66.85,85,79,4.81
402,Byron Bay,AU,2022-01-26 19:08:53,-28.65,153.6167,71.87,79,28,6.91
403,Kavaratti,IN,2022-01-26 19:08:55,10.5669,72.642,78.03,55,69,5.28
404,Yurla,RU,2022-01-26 19:08:57,59.3259,54.3223,0.12,99,88,3.65
405,Pringsewu,ID,2022-01-26 19:08:59,-5.3582,104.9744,74.32,96,100,1.23
406,Mildura,AU,2022-01-26 19:04:27,-34.2,142.15,71.56,83,75,17.27
407,Koutsouras,GR,2022-01-26 19:09:02,35.0339,25.9469,46.11,55,86,25.75
408,Aklavik,CA,2022-01-26 19:09:04,68.2191,-135.0107,-2.76,99,100,5.21
409,Maniitsoq,GL,2022-01-26 19:09:05,65.4167,-52.9,12.36,89,100,2.66
410,Lima,PE,2022-01-26 19:07:52,-12.0432,-77.0282,80.91,66,0,8.99
411,Xingcheng,CN,2022-01-26 19:10:09,40.6167,120.7167,17.94,50,6,4.88
412,Shieli,KZ,2022-01-26 19:10:11,44.1667,66.75,27.54,80,3,5.03
413,Broome,US,2022-01-26 19:10:12,42.2506,-75.833,22.21,54,100,4.0
414,Soc Trang,VN,2022-01-26 19:10:13,9.6033,105.98,73.94,89,27,5.84
415,Hasaki,JP,2022-01-26 19:10:15,35.7333,140.8333,27.0,74,15,5.12
416,Simpang,ID,2022-01-26 19:10:19,-1.2667,104.0833,74.61,94,100,2.28
417,Nova Olinda Do Norte,BR,2022-01-26 19:10:21,-3.8881,-59.0942,78.17,93,100,2.98
418,La Crosse,US,2022-01-26 19:05:40,43.8014,-91.2396,10.78,60,87,5.99
419,Hun,LY,2022-01-26 19:10:24,29.1268,15.9477,48.06,44,3,7.2
420,Port Blair,IN,2022-01-26 19:10:24,11.6667,92.75,78.84,78,20,2.3
421,Ampere,BR,2022-01-26 19:10:25,-25.915,-53.4728,91.06,41,74,0.22
422,Sorong,ID,2022-01-26 19:10:26,-0.8833,131.25,80.91,80,100,12.19
423,Thinadhoo,MV,2022-01-26 19:09:53,0.5333,72.9333,81.48,71,100,20.76
424,Black Forest,US,2022-01-26 19:10:27,39.0131,-104.7008,37.96,35,0,5.01
425,Azare,NG,2022-01-26 19:10:28,11.6765,10.1948,68.59,21,4,10.04
426,Uyuni,BO,2022-01-26 19:10:29,-20.4597,-66.825,60.33,44,100,5.59
427,Mananara,MG,2022-01-26 19:07:19,-16.1667,49.7667,71.83,90,79,6.04
428,Puri,IN,2022-01-26 19:10:30,19.8,85.85,68.52,73,25,6.33
429,Banikoara,BJ,2022-01-26 19:10:31,11.2985,2.4386,77.4,15,0,5.26
430,Lasa,IT,2022-01-26 19:10:32,46.6166,10.7002,33.37,67,2,6.08
431,Xihua,CN,2022-01-26 19:10:33,33.7833,114.5167,35.22,88,100,5.79
432,Chor,PK,2022-01-26 19:10:33,25.5167,69.7667,60.91,17,0,6.4
433,Carutapera,BR,2022-01-26 19:10:34,-1.195,-46.02,82.24,74,98,7.43
434,Kailua,US,2022-01-26 19:10:35,21.4022,-157.7394,76.98,74,75,6.91
435,Santa Maria,BR,2022-01-26 19:10:35,-29.6842,-53.8069,83.37,72,98,7.29
436,Jutai,BR,2022-01-26 19:10:36,-5.1833,-68.9,87.57,58,91,3.15
437,Pacific Grove,US,2022-01-26 19:08:28,36.6177,-121.9166,63.81,78,0,1.01
438,Solenzo,BF,2022-01-26 19:10:38,12.1833,-4.0833,81.16,8,46,4.88
439,Mao,ES,2022-01-26 19:10:39,39.8885,4.2658,45.16,93,20,4.61
440,Tabou,CI,2022-01-26 19:10:40,4.423,-7.3528,80.35,77,87,8.46
441,Olga,RU,2022-01-26 19:10:41,43.7444,135.2892,15.13,63,2,9.91
442,Beloha,MG,2022-01-26 19:10:43,-25.1667,45.05,72.03,78,0,18.03
443,Saint-Georges,GD,2022-01-26 19:10:46,12.0564,-61.7485,82.08,74,75,9.22
444,Bubaque,GW,2022-01-26 19:10:48,11.2833,-15.8333,78.85,63,22,12.53
445,Sandwick,GB,2022-01-26 19:10:50,60.0,-1.25,48.02,93,75,36.82
446,Ngunguru,NZ,2022-01-26 19:10:51,-35.6167,174.5,69.17,86,100,12.35
447,Central Point,US,2022-01-26 19:05:54,42.376,-122.9164,56.7,50,0,0.0
448,Gombong,ID,2022-01-26 19:10:53,-7.6072,109.5142,78.1,91,100,3.0
449,Nalobikha,RU,2022-01-26 19:10:54,53.2006,84.6039,10.35,96,88,6.67
450,Saint Anthony,US,2022-01-26 19:10:58,45.0205,-93.218,15.84,67,20,5.99
451,Chinhoyi,ZW,2022-01-26 19:10:59,-17.3667,30.2,64.92,98,100,7.16
452,Owase,JP,2022-01-26 19:11:01,34.0667,136.2,40.64,77,97,7.85
453,Sokyryany,UA,2022-01-26 19:11:04,48.4475,27.4168,26.56,95,99,3.38
454,Asau,RO,2022-01-26 19:11:06,46.4333,26.4,31.12,86,100,5.68
455,Constitucion,CL,2022-01-26 19:12:07,-35.3333,-72.4167,67.93,69,18,10.47
456,Khani,GE,2022-01-26 19:12:09,41.9563,42.9566,29.77,93,100,2.86
457,Kimbe,PG,2022-01-26 19:12:10,-5.5502,150.1429,76.68,93,99,1.9
458,Tahta,EG,2022-01-26 19:12:11,26.7693,31.5021,48.49,48,0,12.28
459,Tessalit,ML,2022-01-26 19:12:12,20.1986,1.0114,67.96,15,100,10.27
460,Takoradi,GH,2022-01-26 19:12:13,4.8845,-1.7554,80.67,74,2,6.73
461,Karratha,AU,2022-01-26 19:12:14,-20.7377,116.8463,80.91,66,1,9.78
462,Antiguo Morelos,MX,2022-01-26 19:12:15,22.5495,-99.0812,68.95,55,86,5.32
463,Paris,FR,2022-01-26 19:12:16,48.8534,2.3488,38.17,92,100,1.99
464,Guder,ET,2022-01-26 19:12:18,8.9667,37.7667,59.32,43,2,5.99
465,Anqiu,CN,2022-01-26 19:12:19,36.4342,119.1925,26.91,71,74,6.49
466,Kieta,PG,2022-01-26 19:12:21,-6.2167,155.6333,79.32,83,100,1.77
467,Huarmey,PE,2022-01-26 19:12:22,-10.0681,-78.1522,76.77,70,23,12.48
468,Kirando,TZ,2022-01-26 19:09:15,-7.4167,30.6,73.81,78,100,3.06
469,Mitu,CO,2022-01-26 19:12:25,1.1983,-70.1733,89.4,49,95,4.23
470,Inverell,AU,2022-01-26 19:12:25,-29.7833,151.1167,68.67,87,68,1.01
471,San Nicolas,PH,2022-01-26 19:12:27,18.1725,120.5953,80.94,82,96,6.64
472,Ardakan,IR,2022-01-26 19:12:28,32.31,54.0175,55.78,27,2,5.73
473,Pak Phanang,TH,2022-01-26 19:12:29,8.3511,100.202,78.13,81,29,5.53
474,Mandiana,GN,2022-01-26 19:12:30,10.6333,-8.6833,80.58,14,11,4.05
475,Naze,JP,2022-01-26 19:12:31,28.3667,129.4833,60.21,70,57,5.21
476,Gbadolite,CD,2022-01-26 19:12:32,4.2833,21.0167,79.66,25,100,1.32
477,Wuzhou,CN,2022-01-26 19:12:32,23.4833,111.3167,64.78,90,100,3.27
478,Huntsville,US,2022-01-26 19:11:24,34.7304,-86.5861,42.15,38,0,4.0
479,Alta Floresta,BR,2022-01-26 19:12:34,-9.8756,-56.0861,79.66,86,100,3.91
480,Neyshabur,IR,2022-01-26 19:12:35,36.2133,58.7958,41.36,33,0,0.83
481,Hami,CN,2022-01-26 19:12:36,42.8,93.45,23.32,44,6,1.66
482,Jhinjhak,IN,2022-01-26 19:12:37,26.5667,79.7333,49.33,73,0,6.6
483,Flinders,AU,2022-01-26 19:12:38,-34.5833,150.8552,68.81,79,92,5.01
484,Chapleau,CA,2022-01-26 19:12:39,47.8405,-83.4034,7.95,82,100,14.41
485,Ketchikan,US,2022-01-26 19:12:41,55.3422,-131.6461,37.38,100,100,0.0
486,Tecoanapa,MX,2022-01-26 19:12:42,16.5167,-98.75,82.62,62,0,9.17
487,Ulladulla,AU,2022-01-26 19:12:43,-35.35,150.4667,62.1,88,39,4.83
488,Ouro Fino,BR,2022-01-26 19:12:47,-22.2831,-46.3692,77.47,73,15,2.33
489,Nenjiang,CN,2022-01-26 19:12:49,49.1833,125.2167,-15.48,100,92,1.21
490,Jeremie,HT,2022-01-26 19:12:51,18.65,-74.1167,80.65,70,24,6.6
491,Pemangkat,ID,2022-01-26 19:12:52,1.1667,108.9667,77.29,86,100,8.25
492,Deputatskiy,RU,2022-01-26 19:12:53,69.3,139.9,-18.11,88,100,5.17
493,Praia,CV,2022-01-26 19:12:55,14.9215,-23.5087,73.94,73,0,24.16
494,Barbastro,ES,2022-01-26 19:09:56,42.0356,0.1269,41.07,54,0,3.4
495,Casablanca,MA,2022-01-26 19:08:32,33.5928,-7.6192,61.02,82,71,5.99
496,Tautira,PF,2022-01-26 19:12:59,-17.7333,-149.15,82.42,80,91,17.05
497,Horta,PT,2022-01-26 19:13:02,38.5333,-28.6333,60.44,67,40,11.5
498,Plastun,RU,2022-01-26 19:13:04,44.7561,136.2939,12.15,73,100,10.0
499,Bud,US,2022-01-26 19:13:05,39.447,-86.1758,21.22,52,0,2.53
500,Babanka,UA,2022-01-26 19:13:07,48.7097,30.4483,26.37,79,100,6.98
501,Camabatela,AO,2022-01-26 19:13:08,-8.1881,15.375,62.17,96,97,2.33
502,Dabou,CI,2022-01-26 19:13:10,5.3256,-4.3769,82.2,76,5,9.44
503,La Rioja,ES,2022-01-26 19:14:11,42.25,-2.5,39.04,66,0,4.9
504,Gazli,UZ,2022-01-26 19:14:12,40.1333,63.45,37.99,58,0,10.83
505,Gboko,NG,2022-01-26 19:14:13,7.3179,8.9951,82.98,13,5,6.78
506,Zajecar,RS,2022-01-26 19:14:15,43.9036,22.2641,35.56,88,20,8.39
507,Egvekinot,RU,2022-01-26 19:14:17,66.3167,-179.1667,-26.21,85,6,2.21
508,Zhezkazgan,KZ,2022-01-26 19:14:19,47.8043,67.7144,-1.71,99,53,4.14
509,Katobu,ID,2022-01-26 19:14:22,-4.9408,122.5276,76.21,90,63,1.61
510,Olinda,BR,2022-01-26 19:14:23,-8.0089,-34.8553,83.93,70,75,10.36
511,Kearney,US,2022-01-26 19:14:25,40.6995,-99.0815,33.24,66,0,11.99
512,Port Hedland,AU,2022-01-26 19:14:26,-20.3167,118.5667,80.65,74,100,8.05
513,Oga,IT,2022-01-26 19:14:27,46.4631,10.347,28.69,75,1,4.32
514,Tiznit,MA,2022-01-26 19:14:29,29.5833,-9.5,55.78,52,3,2.82
515,Maple Creek,CA,2022-01-26 19:14:30,49.9168,-109.4848,35.65,60,98,9.22
516,Redlands,US,2022-01-26 19:09:34,34.0556,-117.1825,67.15,21,4,1.43
517,Crateus,BR,2022-01-26 19:14:33,-5.1783,-40.6775,87.91,44,100,8.84
518,Los Andes,CL,2022-01-26 19:14:34,-32.8337,-70.5983,87.01,19,0,9.71
519,Juba,SS,2022-01-26 19:14:35,4.8517,31.5825,85.39,24,29,4.45
520,Kinablangan,PH,2022-01-26 19:14:39,7.6947,126.5503,76.71,85,89,2.26
521,Sosnovo-Ozerskoye,RU,2022-01-26 19:14:40,52.5249,111.5418,-22.65,100,97,2.19
522,Samokov,BG,2022-01-26 19:14:40,42.3333,23.55,24.46,92,78,4.12
523,Katherine,AU,2022-01-26 19:14:41,-14.4667,132.2667,77.32,94,100,4.61
524,Maldonado,UY,2022-01-26 19:14:42,-34.6667,-54.9167,76.39,83,96,12.33
525,Dukat,RU,2022-01-26 19:14:43,62.55,155.55,-34.98,99,71,4.18
526,Plettenberg Bay,ZA,2022-01-26 19:14:44,-34.0527,23.3716,66.06,94,100,11.9
527,Caetite,BR,2022-01-26 19:14:46,-14.0694,-42.475,73.98,78,100,5.37
528,Hong Gai,VN,2022-01-26 19:14:47,20.956,107.0946,67.91,97,88,5.01
529,Walvis Bay,NA,2022-01-26 19:14:49,-22.9575,14.5053,67.08,88,100,8.05
530,Mirandopolis,BR,2022-01-26 19:14:51,-21.1336,-51.1017,90.27,42,81,6.42
531,Paka,MY,2022-01-26 19:14:52,4.6374,103.4368,73.33,94,97,2.3
532,Krabi,TH,2022-01-26 19:14:54,8.0726,98.9105,78.91,88,20,2.3
533,Tromso,NO,2022-01-26 19:14:57,69.6496,18.957,26.38,93,40,3.44
534,Mazagao,BR,2022-01-26 19:14:59,-0.115,-51.2894,82.45,77,100,4.45
535,Emerald,AU,2022-01-26 19:13:52,-23.5333,148.1667,76.33,72,100,8.86
536,Skjervoy,NO,2022-01-26 19:15:02,70.0311,20.9714,30.38,54,94,7.7
