,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
343,Sabha,LY,27.0377,14.4283,46.45,30,39,5.61,scattered clouds
344,Saint-Philippe,RE,-21.3585,55.7679,74.79,82,43,11.05,scattered clouds
345,Liberty,US,31.8335,-81.5004,40.98,36,0,1.99,clear sky
346,Souillac,MU,-20.5167,57.5167,79.18,78,40,6.91,scattered clouds
347,Mamakan,RU,57.8161,114.0028,-26.09,100,100,0.65,overcast clouds
348,Shubarshi,KZ,48.5872,57.1869,9.64,98,97,7.11,overcast clouds
349,Velke Mezirici,CZ,49.3552,16.0122,44.44,40,100,28.99,light rain
350,Mahebourg,MU,-20.4081,57.7,79.09,78,40,6.91,scattered clouds
351,Bambanglipuro,ID,-7.95,110.2833,78.71,84,100,2.75,overcast clouds
352,Kavaratti,IN,10.5669,72.642,80.69,72,80,8.9,broken clouds
353,Sabzevar,IR,36.2126,57.6819,36.93,44,1,1.21,clear sky
354,Tamandare,BR,-8.7597,-35.1047,75.97,80,100,3.51,overcast clouds
355,Thunder Bay,CA,48.4001,-89.3168,19.56,89,100,2.3,light snow
356,Taoudenni,ML,22.6783,-3.9836,73.24,11,97,13.35,overcast clouds
357,Meulaboh,ID,4.1363,96.1285,75.52,91,63,5.06,broken clouds
358,Tukrah,LY,32.5341,20.5791,53.04,60,86,31.63,overcast clouds
359,Ferlach,AT,46.5269,14.3019,35.47,82,20,1.14,few clouds
360,Necochea,AR,-38.5473,-58.7368,78.04,57,1,19.26,clear sky
361,Santa Catalina,PH,9.3337,122.8637,80.8,76,52,1.68,broken clouds
362,Duluth,US,46.7833,-92.1066,23.05,69,100,1.99,overcast clouds
363,Port-Gentil,GA,-0.7193,8.7815,81.09,81,74,10.04,broken clouds
364,Gari,RU,59.4307,62.3497,-0.6,100,100,3.36,overcast clouds
365,Chiungutwa,TZ,-10.8833,38.9833,67.82,98,69,3.65,broken clouds
366,Iqaluit,CA,63.7506,-68.5145,-11.47,58,100,8.05,light snow
367,Puqi,CN,29.7167,113.8833,34.5,93,89,1.74,overcast clouds
368,Lagoa,PT,39.05,-27.9833,58.42,73,59,15.01,broken clouds
369,Charters Towers,AU,-20.1,146.2667,81.41,58,2,9.95,clear sky
370,Marsh Harbour,BS,26.5412,-77.0636,60.08,60,49,25.88,scattered clouds
371,Traverse City,US,44.7631,-85.6206,21.31,81,100,6.35,overcast clouds
372,Birin,NP,26.8865,88.0718,39.88,79,48,2.66,scattered clouds
373,Encruzilhada Do Sul,BR,-30.5439,-52.5219,61.9,71,1,7.05,clear sky
374,Ossora,RU,59.2353,163.0719,23.22,92,100,24.7,light snow
375,Tynda,RU,55.1667,124.7167,-14.94,91,65,5.14,broken clouds
376,Bud,US,39.447,-86.1758,24.82,63,64,5.73,broken clouds
377,Ahuimanu,US,21.4447,-157.8378,80.85,60,0,7.0,clear sky
378,Yerbogachen,RU,61.2767,108.0108,-10.88,99,94,3.13,overcast clouds
379,Nagorsk,RU,59.3172,50.8078,5.36,98,100,3.89,overcast clouds
380,Nanortalik,GL,60.1432,-45.2371,21.0,69,100,26.19,light snow
381,Tsagan Aman,RU,47.5639,46.7218,32.99,97,100,19.17,light snow
382,Iquique,CL,-20.2208,-70.1431,66.76,81,44,2.21,scattered clouds
383,Oksfjord,NO,70.2396,22.3479,22.12,82,37,3.18,scattered clouds
384,Muzhi,RU,65.3667,64.6667,-17.64,100,100,2.1,overcast clouds
385,Swan Hill,AU,-35.3378,143.5544,79.84,58,5,5.7,clear sky
386,Furth Im Wald,DE,49.3097,12.84,44.44,91,100,19.15,light rain
387,Sur,OM,22.5667,59.5289,69.91,51,5,1.32,clear sky
388,Svetlogorsk,BY,52.6333,29.7333,25.21,95,100,17.0,snow
389,Sao Felix Do Xingu,BR,-6.6447,-51.995,71.04,95,95,1.59,overcast clouds
390,Loiza,PR,18.4313,-65.8802,78.58,76,40,8.05,scattered clouds
391,Flinders,AU,-34.5833,150.8552,84.79,68,96,6.8,overcast clouds
392,Kamuli,UG,0.9472,33.1197,65.23,69,64,3.11,broken clouds
393,Batalha,BR,-9.6778,-37.1247,79.41,57,100,3.18,overcast clouds
394,Sechura,PE,-5.5569,-80.8222,76.17,65,62,12.97,broken clouds
395,Yulara,AU,-25.2406,130.9889,76.84,88,75,11.5,broken clouds
396,Goderich,CA,43.7501,-81.7165,13.91,79,87,4.61,overcast clouds
397,Tura,IN,25.5198,90.2201,49.41,67,0,2.37,clear sky
398,Eyl,SO,7.9803,49.8164,73.0,66,80,18.81,broken clouds
399,Belyy Yar,RU,53.6039,91.3903,-18.51,68,75,2.24,smoke
400,Taltal,CL,-25.4,-70.4833,66.65,77,6,5.41,clear sky
401,Sri Aman,MY,1.2376,111.4621,78.85,94,40,0.0,scattered clouds
402,Margate,GB,51.3813,1.3862,45.3,73,55,7.0,broken clouds
403,Shahapur,IN,19.45,73.3333,69.28,40,6,2.01,clear sky
404,Champerico,GT,14.3,-91.9167,84.74,68,15,6.91,few clouds
405,Risor,NO,58.7206,9.2342,42.3,50,1,31.21,clear sky
406,Kargasok,RU,59.0556,80.8572,0.9,97,100,5.91,overcast clouds
407,Nelson Bay,AU,-32.7167,152.15,83.28,65,44,1.99,scattered clouds
408,Los Llanos De Aridane,ES,28.6585,-17.9182,58.75,75,100,7.0,haze
409,Mattru,SL,7.6244,-11.8332,74.32,88,99,1.07,overcast clouds
410,Sinnamary,GF,5.3833,-52.95,76.17,86,86,8.39,overcast clouds
411,Honghu,CN,29.8206,113.4621,33.37,87,46,5.03,scattered clouds
412,Breda,IT,45.7225,12.3308,37.96,80,89,1.01,overcast clouds
413,Sabla,NG,12.7525,4.7077,69.06,13,17,14.45,few clouds
414,Yaan,NG,7.3833,8.5667,78.67,16,34,9.95,scattered clouds
415,Alofi,NU,-19.0595,-169.9187,82.29,74,93,11.5,overcast clouds
416,Rongcheng,CN,30.634,117.8517,34.0,96,100,2.42,overcast clouds
417,Lompoc,US,34.6391,-120.4579,68.13,54,0,10.36,clear sky
418,Nanakuli,US,21.3906,-158.1547,81.1,53,40,10.36,scattered clouds
419,Nador,MA,35.174,-2.9287,57.45,77,0,6.91,clear sky
420,Aklavik,CA,68.2191,-135.0107,-15.77,76,40,3.44,scattered clouds
421,Ouadda,CF,8.0777,22.4007,61.61,23,48,5.06,scattered clouds
422,Poso,ID,-1.3959,120.7524,81.09,71,100,1.88,overcast clouds
423,Minot,US,48.2325,-101.2963,25.79,79,0,10.36,clear sky
424,Pokrovsk,UA,48.282,37.1758,26.01,95,97,12.08,overcast clouds
425,Qingdao,CN,36.0986,120.3719,20.8,73,46,2.24,mist
426,Kuching,MY,1.55,110.3333,77.22,94,20,0.0,few clouds
427,Mehamn,NO,71.0357,27.8492,16.34,83,98,3.65,overcast clouds
428,Ostrovnoy,RU,68.0531,39.5131,15.37,89,88,12.53,overcast clouds
429,San Luis,AR,-33.295,-66.3356,76.33,38,0,7.05,clear sky
430,Dabakala,CI,8.3667,-4.4333,76.48,20,88,4.79,overcast clouds
431,Emerald,AU,-23.5333,148.1667,86.34,44,2,7.31,clear sky
432,Jalu,LY,29.0331,21.5482,53.56,40,18,16.89,few clouds
433,Codrington,AU,-38.2667,141.9667,69.03,82,94,8.21,overcast clouds
434,Aberdeen,GB,57.1437,-2.0981,40.5,77,20,20.71,few clouds
435,Burnie,AU,-41.0667,145.9167,71.94,62,51,4.97,broken clouds
436,Poum,NC,-20.2333,164.0167,81.79,76,52,8.5,broken clouds
437,Nacala,MZ,-14.5428,40.6728,75.0,87,81,3.04,broken clouds
438,Hearst,CA,49.6835,-83.6665,7.05,97,100,3.47,overcast clouds
439,Leh,IN,34.1667,77.5833,-3.37,97,100,2.19,overcast clouds
440,Port Augusta,AU,-32.5,137.7667,91.71,33,38,7.07,scattered clouds
441,Urumqi,CN,43.801,87.6005,-4.85,84,75,2.24,mist
442,Norsup,VU,-16.0667,167.3833,83.25,81,100,17.11,heavy intensity rain
443,Chik,RU,54.9928,82.4311,2.95,85,0,8.95,clear sky
444,Tacoronte,ES,28.4769,-16.4102,60.21,66,40,7.0,mist
445,Oktyabrskiy,RU,54.4815,53.471,11.53,96,100,4.27,overcast clouds
446,Beni Mazar,EG,28.4962,30.8029,47.79,62,1,4.34,clear sky
447,Solwezi,ZM,-12.1688,26.3894,63.07,97,100,4.7,light rain
448,Klaksvik,FO,62.2266,-6.589,34.72,65,59,18.37,broken clouds
449,Aasiaat,GL,68.7098,-52.8699,6.78,83,100,23.42,overcast clouds
450,Bambous Virieux,MU,-20.3428,57.7575,79.05,78,40,6.91,scattered clouds
451,Portland,US,45.5234,-122.6762,52.99,55,75,1.01,broken clouds
452,Beringovskiy,RU,63.05,179.3167,-9.04,99,93,2.46,overcast clouds
453,Valley City,US,46.9233,-98.0032,18.59,85,100,13.8,overcast clouds
454,Baruun-Urt,MN,46.6806,113.2792,-8.82,85,20,3.4,few clouds
455,Karratha,AU,-20.7377,116.8463,82.11,59,90,15.64,overcast clouds
456,Betare Oya,CM,5.6,14.0833,67.23,27,56,5.57,broken clouds
457,San Patricio,US,28.017,-97.5169,60.89,40,35,10.63,scattered clouds
458,Kahului,US,20.8947,-156.47,82.42,54,20,18.41,few clouds
459,Shelburne,CA,44.0787,-80.2041,4.89,98,3,5.37,clear sky
460,Nokaneng,BW,-19.6667,22.2667,67.71,90,89,5.79,overcast clouds
461,Abnub,EG,27.2696,31.1511,48.2,55,0,7.23,clear sky
462,Clearwater,US,27.9659,-82.8001,46.31,61,0,11.01,clear sky
463,Kortkeros,RU,61.8106,51.5806,12.2,93,100,6.26,overcast clouds
464,Alice Springs,AU,-23.7,133.8833,76.55,94,100,17.27,overcast clouds
465,Werota,ET,11.9167,37.7,64.04,55,68,2.28,broken clouds
466,Pietermaritzburg,ZA,-29.6168,30.3928,64.76,98,93,1.52,overcast clouds
467,Ulladulla,AU,-35.35,150.4667,80.76,66,78,4.97,broken clouds
468,Dickinson,US,29.4608,-95.0513,60.19,58,0,3.0,clear sky
469,Sal Rei,CV,16.1833,-22.9167,68.56,72,100,18.01,overcast clouds
470,Tazovskiy,RU,67.4667,78.7,-13.79,99,94,7.58,overcast clouds
471,Knoxville,US,35.9606,-83.9207,29.28,44,0,4.61,clear sky
472,Silifke,TR,36.3778,33.9344,46.35,81,100,11.41,overcast clouds
473,Chase,CA,50.8165,-119.6857,32.07,95,100,3.98,overcast clouds
474,Kotelnich,RU,58.3089,48.348,10.4,96,100,5.17,overcast clouds
475,Rangapara,IN,26.8167,92.65,49.95,68,0,3.15,clear sky
476,Eureka,US,40.8021,-124.1637,58.93,75,4,1.01,clear sky
477,Vieques,PR,18.425,-65.8329,78.62,73,40,8.05,scattered clouds
478,West Bay,KY,19.3667,-81.4167,75.27,69,75,3.0,broken clouds
479,Inhumas,BR,-16.3578,-49.4961,73.13,97,94,4.18,overcast clouds
480,Matara,LK,5.9485,80.5353,75.63,86,79,5.53,broken clouds
481,Okhotsk,RU,59.3833,143.3,13.89,80,99,15.48,overcast clouds
482,Thinadhoo,MV,0.5333,72.9333,81.23,73,88,5.93,overcast clouds
483,San Jose,US,37.3394,-121.895,66.85,45,40,1.99,scattered clouds
484,Marystown,CA,47.1666,-55.1483,40.86,100,100,15.99,overcast clouds
485,Santa Maria Do Para,BR,-1.3503,-47.5756,70.83,97,100,3.76,overcast clouds
486,Kuang,MY,3.2594,101.5541,79.11,90,20,0.0,few clouds
487,Posadas,AR,-27.3671,-55.8961,84.18,54,0,5.75,clear sky
488,Luena,AO,-11.7833,19.9167,62.44,96,100,4.65,overcast clouds
489,Srivardhan,IN,18.0333,73.0167,68.74,50,33,4.65,scattered clouds
490,Gerede,TR,40.8008,32.1969,9.61,91,67,5.66,broken clouds
491,Vardo,NO,70.3705,31.1107,22.14,81,96,1.81,overcast clouds
492,Tarauaca,BR,-8.1614,-70.7656,72.99,99,100,4.34,moderate rain
493,Bereda,ES,43.2686,-7.5406,45.91,97,100,2.04,overcast clouds
494,Xuanzhou,CN,30.9525,118.7553,34.3,96,99,0.78,overcast clouds
495,Nome,US,64.5011,-165.4064,-7.53,59,0,0.0,clear sky
496,Mutoko,ZW,-17.397,32.2268,63.57,92,100,2.13,light rain
497,Malartic,CA,48.1335,-78.1328,3.02,82,43,1.5,scattered clouds
498,Broome,US,42.2506,-75.833,10.02,76,20,7.0,few clouds
499,Kedougou,SN,12.5579,-12.1743,82.98,30,0,2.3,clear sky
500,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,76.37,80,99,4.34,overcast clouds
501,Mo I Rana,NO,66.3128,14.1428,21.29,93,100,2.53,light snow
502,Bantry,IE,51.6833,-9.45,42.28,85,53,2.55,broken clouds
503,Praia Da Vitoria,PT,38.7333,-27.0667,59.25,88,75,11.52,broken clouds
504,Malanje,AO,-9.5402,16.341,63.82,97,100,3.53,light rain
505,Dutlwe,BW,-23.9833,23.9,68.58,81,100,15.64,overcast clouds
506,Mildura,AU,-34.2,142.15,82.08,57,1,4.61,clear sky
507,Lake Havasu City,US,34.4839,-114.3224,65.01,10,0,5.01,clear sky
508,Kotdwara,IN,29.75,78.5333,50.02,67,0,4.88,clear sky
509,Nemuro,JP,43.3236,145.575,16.23,64,38,19.6,scattered clouds
510,Dolores,AR,-36.3132,-57.6792,67.87,70,76,8.28,broken clouds
511,Vestmannaeyjar,IS,63.4427,-20.2734,40.95,64,100,17.45,overcast clouds
512,Tamalin,MX,21.35,-97.8,54.9,72,97,3.38,overcast clouds
513,Villa Bruzual,VE,9.3328,-69.1208,82.53,48,52,11.32,broken clouds
514,Surbo,IT,40.3994,18.1331,47.82,75,0,3.44,clear sky
515,Mastic Beach,US,40.7668,-72.8521,20.98,65,100,8.99,haze
516,Iskateley,RU,67.6803,53.1512,15.91,93,100,15.7,light snow
517,Kendari,ID,-3.945,122.4989,78.55,83,100,2.71,overcast clouds
518,Tampakan,PH,6.4442,124.9264,80.53,73,60,1.59,broken clouds
519,Sann,PK,26.0418,68.1378,49.91,30,0,2.75,clear sky
520,Fukue,JP,32.6881,128.8419,46.76,46,75,6.91,light rain
521,Buraydah,SA,26.326,43.975,50.45,38,4,15.23,clear sky
522,Marsa Matruh,EG,31.3525,27.2453,53.4,61,62,19.13,broken clouds
523,Henties Bay,NA,-22.116,14.2845,60.85,83,38,3.74,scattered clouds
524,Verkhniy Baskunchak,RU,48.2256,46.7217,33.15,97,100,20.92,overcast clouds
525,Pacific Grove,US,36.6177,-121.9166,67.6,57,0,4.0,clear sky
526,Bandarbeyla,SO,9.4942,50.8122,75.33,71,100,20.02,light rain
527,Payo,ID,-3.7508,103.6372,73.17,97,100,0.96,overcast clouds
528,Palestine,PS,31.9216,35.2033,40.95,93,3,4.23,clear sky
529,Nandi,IN,13.3855,77.6984,63.82,87,23,2.48,few clouds
530,Blagodatnoye,RU,45.3997,42.5867,32.92,95,90,11.07,light snow
531,Pingdingshan,CN,33.7385,113.3012,27.88,93,19,2.73,few clouds
532,Atherton,GB,53.5237,-2.4935,45.28,78,27,3.0,scattered clouds
533,Saint-Joseph,RE,-21.3667,55.6167,73.78,82,24,11.36,few clouds
534,Nishihara,JP,26.1842,127.7558,63.68,94,100,10.36,overcast clouds
535,Stephenville,US,32.2207,-98.2023,62.73,19,0,6.91,clear sky
536,Inuvik,CA,68.3499,-133.7218,-15.74,73,75,3.44,broken clouds
537,Zhuanghe,CN,39.7008,122.9911,20.14,41,0,4.97,clear sky
538,Puerto Escondido,MX,15.85,-97.0667,83.23,65,20,0.0,few clouds
539,Lannion,FR,48.75,-3.4167,49.14,100,100,11.5,drizzle
540,Wad Madani,SD,14.4012,33.5199,66.94,20,3,12.86,clear sky
541,Kitimat,CA,54.0524,-128.6534,39.58,31,100,4.16,light rain
542,Severodvinsk,RU,64.5635,39.8302,17.71,90,96,11.9,overcast clouds
543,Mitchell,US,43.7094,-98.0298,39.11,53,0,1.01,clear sky
544,Santa Cruz De La Palma,ES,28.6835,-17.7642,62.74,72,100,8.05,haze
545,Puerto Baquerizo Moreno,EC,-0.9,-89.6,74.66,81,27,7.99,scattered clouds
546,Kupino,RU,54.3663,77.2981,1.74,83,38,10.29,scattered clouds
547,Boldog,HU,47.6029,19.6884,38.3,73,100,17.02,light rain
548,General Bravo,MX,25.8,-99.1667,59.94,33,4,9.01,clear sky
549,Cururupu,BR,-1.8283,-44.8683,72.37,96,100,2.13,light rain
550,Nancha,CN,47.1333,129.2667,-0.09,93,81,3.15,broken clouds
551,Suntar,RU,62.1444,117.6319,-15.77,97,84,5.17,broken clouds
552,Ravenna,IT,44.4167,11.9833,47.23,70,66,4.07,broken clouds
553,San Eugenio,PH,16.3598,120.357,79.74,77,12,3.38,light rain
554,Batagay-Alyta,RU,67.8006,130.4114,-20.92,96,70,4.88,broken clouds
555,Ust-Kuyga,RU,70.0167,135.6,-33.61,100,99,6.96,overcast clouds
556,Maloy,NO,61.9353,5.1136,42.06,89,99,10.0,overcast clouds
557,Baghdad,IQ,33.3406,44.4009,40.91,81,5,0.0,clear sky
558,Phaltan,IN,17.9833,74.4333,61.3,42,28,0.56,scattered clouds
559,Druzhba,UA,52.0428,33.9453,20.23,97,100,8.93,overcast clouds
560,Rio Gallegos,AR,-51.6226,-69.2181,48.25,87,75,11.5,light rain
561,Spring Valley,US,36.108,-115.245,60.19,15,75,5.75,broken clouds
562,Liling,CN,27.6667,113.5,35.49,94,100,2.04,overcast clouds
563,Aksu,CN,41.1231,80.2644,25.05,48,85,4.94,overcast clouds
564,Troyes,FR,48.3333,4.0833,47.17,93,100,10.36,overcast clouds
565,Pudozh,RU,61.8099,36.5345,11.07,94,98,6.89,overcast clouds
566,Birjand,IR,32.8663,59.2211,32.47,55,0,0.0,clear sky
567,Taksimo,RU,56.3444,114.8794,-17.55,92,74,1.68,broken clouds
568,Athabasca,CA,54.7169,-113.2854,27.86,89,78,4.83,broken clouds
569,Banda Aceh,ID,5.5577,95.3222,79.02,77,90,5.06,overcast clouds
570,Lowicz,PL,52.1071,19.9453,45.64,72,100,31.59,overcast clouds
571,Hualmay,PE,-11.0964,-77.6139,70.81,81,58,9.48,broken clouds
572,Noumea,NC,-22.2763,166.4572,87.78,99,29,15.57,scattered clouds
573,Banff,CA,51.1762,-115.5698,38.43,54,100,12.66,overcast clouds
574,Iglesias,IT,39.3114,8.535,44.74,88,0,2.24,clear sky
575,Uige,AO,-7.6087,15.0613,66.47,97,97,1.16,light rain
576,Esmeraldas,BR,-19.7625,-44.3139,73.71,87,98,1.54,overcast clouds
577,Carutapera,BR,-1.195,-46.02,74.88,88,100,5.21,light rain
578,Ellensburg,US,46.9965,-120.5479,29.25,82,100,0.0,overcast clouds
579,Calatagan,PH,13.8833,120.65,80.78,76,21,6.22,few clouds
580,Bathsheba,BB,13.2167,-59.5167,77.61,69,40,16.11,scattered clouds
581,Ust-Tsilma,RU,65.441,52.1498,17.26,93,100,8.9,light snow
582,Cumra,TR,37.5732,32.7745,6.94,95,100,1.23,overcast clouds
583,Agara,GE,42.0376,43.8238,22.14,75,59,3.83,broken clouds
584,Samarai,PG,-10.6167,150.6667,81.14,75,100,6.64,overcast clouds
585,Makkaveyevo,RU,51.7533,113.9454,-26.41,100,65,3.53,broken clouds
586,Caravelas,BR,-17.7125,-39.2481,78.87,83,0,10.38,clear sky
587,Zhezkazgan,KZ,47.8043,67.7144,8.94,97,74,8.88,broken clouds
588,Arman,RU,59.7,150.1667,11.5,81,100,13.13,overcast clouds
589,Nouadhibou,MR,20.931,-17.0347,62.58,82,100,14.97,overcast clouds
590,Manicore,BR,-5.8092,-61.3003,71.85,99,100,1.48,moderate rain
591,Faya,SA,18.3851,42.4509,53.71,81,1,5.79,clear sky
592,Dunedin,NZ,-45.8742,170.5036,58.15,89,100,4.25,light rain
593,San Andres,CO,12.5847,-81.7006,80.62,69,20,11.5,few clouds
594,Novyy Urengoy,RU,66.0833,76.6333,-8.64,96,99,8.5,overcast clouds
595,Bulaevo,KZ,54.9056,70.4439,-0.26,91,100,7.07,overcast clouds
596,Auki,SB,-8.7676,160.7034,83.66,77,94,8.28,overcast clouds
597,Korem,ET,12.5058,39.5228,49.8,70,17,3.44,few clouds
598,Fecamp,FR,49.7579,0.3746,49.71,89,76,12.75,broken clouds
599,Monrovia,LR,6.3005,-10.7969,79.34,83,63,5.32,broken clouds
600,Sacama,EC,-3.9,-79.2667,51.19,97,100,4.21,light rain
601,Boa Vista,BR,2.8197,-60.6733,84.18,51,20,10.36,few clouds
602,Jhelum,PK,32.9331,73.7264,48.38,55,2,6.13,clear sky
603,Atyrau,KZ,47.1167,51.8833,26.62,93,75,11.18,mist
604,Huilong,CN,31.8111,121.655,38.93,75,99,11.65,light rain
605,Bilma,NE,18.6853,12.9164,57.54,20,2,13.33,clear sky
606,Port Macquarie,AU,-31.4333,152.9167,80.89,63,91,4.32,overcast clouds
607,Diego De Almagro,CL,-26.3667,-70.05,64.74,52,0,6.4,clear sky
608,Pitea,SE,65.3172,21.4794,19.09,92,100,14.88,light snow
609,Kaduna,NG,10.5222,7.4383,65.28,13,98,11.01,overcast clouds
610,Kijang,KR,35.2442,129.2139,33.53,27,93,5.75,overcast clouds
611,Kyshtovka,RU,56.555,76.6271,1.06,90,100,7.07,overcast clouds
612,Mendeleyevsk,RU,55.9082,52.2905,9.64,96,100,4.34,light snow
613,Chaozhou,CN,23.6651,116.6379,49.86,71,87,9.57,overcast clouds
614,Soldotna,US,60.4878,-151.0583,30.02,84,20,0.0,few clouds
615,Paterno,IT,37.571,14.9027,45.32,57,0,10.36,clear sky
616,Fort Dodge,US,42.4975,-94.168,33.4,80,0,0.0,clear sky
617,Oranjemund,NA,-28.55,16.4333,65.48,85,73,10.16,broken clouds
618,Formosa,AR,-26.1775,-58.1781,80.58,47,0,6.91,clear sky
619,Touros,BR,-5.1989,-35.4608,77.9,82,85,9.66,overcast clouds
620,Batagay,RU,67.6333,134.6333,-30.08,98,100,2.06,overcast clouds
621,Winkler,CA,49.1817,-97.941,14.72,79,100,11.5,overcast clouds
622,Chicama,PE,-7.8447,-79.1469,66.74,71,90,6.64,overcast clouds
623,Lerwick,GB,60.1545,-1.1494,39.2,63,48,31.07,scattered clouds
624,Adre,TD,13.4667,22.2,59.34,15,20,14.67,few clouds
625,Wanning,CN,18.8003,110.3967,59.59,91,100,8.61,overcast clouds
626,Isangel,VU,-19.55,169.2667,80.89,84,100,14.41,moderate rain
627,Greytown,ZA,-29.0642,30.5928,60.49,95,86,1.9,overcast clouds
628,Esil,KZ,51.9556,66.4042,12.47,93,100,11.12,overcast clouds
629,Jumla,NP,29.2747,82.1838,31.12,43,0,4.97,clear sky
630,Abalak,RU,58.1286,68.5944,9.07,90,100,7.09,overcast clouds
631,Krasnogvardeyskoye,RU,45.8456,41.5186,33.49,90,83,12.84,broken clouds
632,Saint-Denis,FR,48.9167,2.3333,49.23,94,100,3.0,overcast clouds
633,Ulaangom,MN,49.9811,92.0667,-24.3,90,97,3.29,overcast clouds
634,Itaituba,BR,-4.2761,-55.9836,71.44,100,100,1.79,overcast clouds
635,Iisaku,EE,59.1014,27.3081,27.64,95,100,22.86,light snow
636,Pipri,IN,19.8,75.5333,54.18,66,6,0.0,haze
637,Quatre Cocos,MU,-20.2078,57.7625,78.91,75,100,12.71,overcast clouds
638,Sibolga,ID,1.7427,98.7792,74.55,91,89,3.06,overcast clouds
639,Fontenay-Le-Comte,FR,46.5833,-1.0,45.05,96,77,5.35,broken clouds
640,Arrecife,ES,28.963,-13.5477,66.18,55,0,11.5,haze
641,Mount Isa,AU,-20.7333,139.5,80.37,89,100,12.66,overcast clouds
642,Dembi Dolo,ET,8.5333,34.8,62.69,47,32,3.18,scattered clouds
643,Maraba,BR,-5.3686,-49.1178,71.71,98,96,2.91,overcast clouds
644,Kars,TR,40.602,43.095,1.85,85,75,2.3,broken clouds
645,Orapa,BW,-21.2833,25.3667,72.25,72,64,18.79,broken clouds
646,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,25.39,80,75,0.0,light shower snow
647,Hasaki,JP,35.7333,140.8333,41.29,54,51,20.09,broken clouds
648,Frolovo,RU,49.7713,43.6622,34.39,97,100,15.59,snow
649,Amapa,BR,1.0,-52.0,71.29,99,100,2.26,moderate rain
650,San Joaquin,US,37.9333,-121.3011,65.48,46,0,6.91,clear sky
651,Korla,CN,41.7597,86.1469,23.9,52,100,7.2,overcast clouds
652,Lock Haven,US,41.137,-77.4469,18.09,38,19,10.63,few clouds
653,Perpignan,FR,42.75,2.75,53.73,56,0,19.57,clear sky
654,Doha,QA,25.2867,51.5333,60.78,69,0,9.22,clear sky
655,Zaysan,KZ,47.4667,84.8667,-4.99,87,100,2.66,overcast clouds
656,Mandera,KE,3.9366,41.867,76.68,32,2,5.66,clear sky
657,Ishinomaki,JP,38.4167,141.3,35.6,58,11,17.9,few clouds
658,Songadh,IN,21.1667,73.5667,61.65,34,3,3.49,clear sky
659,Prabumulih,ID,-3.45,104.25,73.98,97,99,0.54,overcast clouds
660,Katangli,RU,51.7102,143.2326,-10.14,88,91,5.7,overcast clouds
661,Palmer,US,42.1584,-72.3287,15.4,75,100,8.99,light snow
662,Wad Rawah,SD,15.1603,33.1397,64.6,17,6,15.5,clear sky
663,Narwana,IN,29.6167,76.1167,47.25,68,5,7.76,clear sky
664,Mezen,RU,65.8522,44.24,12.25,95,100,9.75,overcast clouds
665,Umm Kaddadah,SD,13.6017,26.6876,56.1,20,8,15.82,clear sky
666,Bara,NG,10.3744,10.7288,63.25,20,94,9.28,overcast clouds
667,Araouane,ML,18.9048,-3.5265,71.08,11,78,14.29,broken clouds
668,Rabo De Peixe,PT,37.8,-25.5833,57.27,93,75,0.0,broken clouds
669,Zolotonosha,UA,49.6689,32.0377,24.44,87,91,10.92,overcast clouds
670,Spearfish,US,44.4908,-103.8594,42.31,22,0,4.0,clear sky
671,Dawlatabad,AF,36.4141,64.9053,39.56,75,100,3.33,overcast clouds
672,Valparaiso,CL,-33.0393,-71.6273,68.47,63,9,9.06,clear sky
673,Chengde,CN,40.9725,117.9361,14.97,54,2,2.64,clear sky
674,Oriximina,BR,-1.7656,-55.8661,73.27,97,99,2.86,overcast clouds
675,Egvekinot,RU,66.3167,-179.1667,-3.62,67,11,0.63,few clouds
676,Osypenko,UA,46.9136,36.8253,31.84,88,95,14.16,overcast clouds
677,Rognan,NO,67.0953,15.3878,30.34,88,100,4.85,overcast clouds
678,Buin,CL,-33.7333,-70.75,71.87,66,0,5.82,clear sky
679,Stokmarknes,NO,68.5646,14.9108,30.49,65,100,2.08,overcast clouds
680,Soyo,AO,-6.1349,12.3689,78.37,87,99,4.14,light rain
681,Yizheng,CN,24.6706,103.4296,33.21,93,0,3.06,clear sky
682,Fare,PF,-16.7,-151.0167,80.58,72,30,9.17,light rain
683,Banon,ES,40.8382,-1.1909,40.26,52,0,6.91,clear sky
684,Pitimbu,BR,-7.4706,-34.8086,77.59,80,67,7.43,broken clouds
685,Asfi,MA,32.2994,-9.2372,60.76,71,33,2.21,scattered clouds
686,Olutanga,PH,7.3106,122.8464,80.96,74,97,4.38,overcast clouds
687,Bolkhov,RU,53.4433,36.0044,17.02,98,100,6.02,overcast clouds
688,Axim,GH,4.8699,-2.2405,79.25,89,84,5.01,broken clouds
689,Great Yarmouth,GB,52.6083,1.7305,42.22,72,22,18.41,few clouds
